lex,vec
ant,"[-0.26462, 0.80371, 0.24113, 0.75088, 0.13954, 0.21279, 0.074054, 0.50305, 0.028712, -0.3397, 0.49898, 0.52117, 0.12693, 0.11165, 0.6053, 0.28955, -0.34057, -0.32977, -0.69513, 0.37418, 0.48189, 0.69114, 0.57529, 0.22168, 0.058851, -0.69581, -0.16544, -0.57524, -0.59995, 0.48872, -0.61876, -0.10984, -0.28259, -0.064273, 0.64005, -0.10761, 0.56389, 0.079632, -0.27285, 0.65915, 0.0030866, -0.11045, 0.18089, 0.70446, -0.11905, -0.075152, -0.00083497, 0.17923, -0.20086, -0.21176, 0.57574, -0.0034941, -0.012597, 0.57117, -0.34887, -0.10037, -0.13198, -0.74136, 0.64223, 0.20721, 0.4269, -0.39316, -0.044641, 0.21916, 0.034336, 0.11608, -0.040133, 0.42633, 0.49134, 0.27275, -0.050595, 0.73782, -0.17546, -0.5092, -0.67848, 0.59694, -0.2729, -0.39995, 0.99857, 0.292, -0.01887, -0.18575, -0.15303, -0.7604, -0.12474, -0.26177, 0.1965, 0.17193, -0.1414, -0.44908, -0.27025, 0.17036, 0.36881, -0.57041, -0.084914, -0.10737, 0.27042, 0.28322, 0.18391, -0.33328, -0.041643, 0.017498, -0.60978, 0.0081436, 0.30629, -0.2776, 0.054183, -0.42131, 0.031881, -0.42202, 0.16575, 0.077353, -0.90929, 0.35719, 0.21957, -0.24691, -1.0102, 0.26561, -0.12201, -0.25717, -0.12803, 0.28769, -0.33642, 0.39297, -0.11502, 0.21417, -0.28486, 0.22808, 0.33648, 0.11342, 0.48565, 0.096528, 0.21171, -0.31788, 0.15504, 0.43937, 0.57417, -0.40652, -0.42042, -0.30108, -0.26656, 0.21194, -0.52287, -0.83524, 0.57186, -0.27365, 0.34104, -0.031586, -0.19571, -0.51703, -0.11853, 0.38279, -0.014182, 0.7151, 0.47002, -0.004429, 0.63809, 0.25183, 0.19081, -0.17596, 0.12589, -0.15654, 0.63417, 0.083285, -0.2511, 0.5298, -0.054367, 0.3593, 0.057781, -0.77505, -0.40592, 0.57346, 0.44059, 0.027729, -0.027633, -0.034606, -0.49755, 0.2113, 0.056514, -0.21554, 0.30973, -0.75063, -0.2489, 0.26612, -0.35562, -0.22976, -0.12237, -0.083036, 0.91708, -0.16324, -0.037054, 0.51803, -0.015321, -0.4216, -0.06838, 0.037965, 0.42812, -0.2702, 0.22396, -0.1074, 0.4432, 0.065414, -0.47955, 0.59924, 0.19107, 0.15692, 0.18725, -0.16039, 0.37503, -0.091961, -0.20703, -0.41497, -0.2196, -0.44331, 0.33792, 0.64047, 0.38815, 0.38828, 0.56711, -0.20226, -0.55474, -0.098086, -0.11158, 0.39892, -0.32986, 0.098409, 0.01708, -0.19514, -0.10622, 0.40534, -1.0103, 0.35123, 0.026638, 0.47347, -0.13883, 0.68044, 0.16154, 0.26299, 0.22072, -0.29173, -0.22105, -0.28998, -1.2285, -0.012606, -0.5775, -0.1463, -0.18566, 0.17772, 0.1622, -0.16629, -0.1003, 0.57059, -0.64476, 0.14657, 0.79353, 0.16534, -0.23657, -0.30207, 0.0017815, -0.53339, -0.17044, 0.048584, -0.51085, 0.12293, 0.15256, 0.11063, 0.15986, -0.021511, -0.27904, 0.38925, -0.70351, 0.32463, -0.18736, 0.11467, 0.35798, -0.044416, 0.075632, 0.41394, -0.82386, -0.33095, -0.74375, -0.58214, 0.67802, 0.38854, -0.74671, -0.12889, 0.3654, 0.19212, -0.13052, -0.66218, -0.052364, -0.74158, -0.27065, 0.58048, -0.61165, -0.064773, 0.025781, 0.19857, 0.41034, 0.19518]"
bat,"[0.14844, 0.14671, 0.06088, -0.22451, 0.12772, 0.0082175, -0.45777, -0.054502, -0.64595, -0.69808, 0.34166, -0.17705, -0.93579, -0.41671, -0.079141, 0.26106, -0.54206, 0.14596, -0.17897, -0.31536, -0.13175, 0.17764, 0.29926, -0.17534, 0.27228, -0.075229, 0.27187, -0.0645, -0.38835, -0.31367, 0.4361, -0.094591, 0.0013953, -0.044813, -0.98869, 0.03548, 0.012869, 0.31842, -1.0348, 0.72132, 0.23075, 0.61275, 0.072785, -0.19485, 0.053034, -0.28683, -0.36721, -0.73221, 0.093045, 0.36688, -0.33092, -0.67915, -0.41152, -0.1766, 0.28924, 0.37815, -0.28436, -0.12879, 0.38792, -0.06855, 0.18699, -0.418, -0.4001, -0.053858, 0.19407, -0.19485, -0.14911, -0.31767, 0.35697, 0.58919, 0.31392, 0.2058, 0.14753, -0.030572, -0.32673, -0.42546, -0.14659, -0.13559, 0.25259, -0.059839, -0.12248, 0.42799, -0.30651, -0.60982, -0.59937, 0.32926, -0.28351, -0.12797, 0.31867, 0.045225, 0.5483, -0.15087, -0.34028, -0.26914, 0.079893, 0.27235, 0.28319, -0.83316, -0.046854, -0.06692, 0.271, 0.31732, 0.35744, -0.43006, 0.85284, 0.11985, 0.79473, 0.10627, -0.44636, 0.52084, 0.20951, -0.55882, -1.0896, -0.28435, 0.51105, -0.26766, -0.92155, 0.14417, -0.20803, -0.62128, -0.69239, -0.15011, -0.19017, -0.34111, -0.42683, 0.41736, 0.69249, -0.28769, 0.6761, 0.10874, 0.28832, 0.21801, -0.47516, -0.13035, 0.25028, 0.02095, -0.17349, -0.286, -0.47182, -0.75829, 0.027729, -0.18227, -0.027271, -0.41031, -0.18774, -0.44539, -0.33775, 0.02508, 0.015384, -0.29204, -0.35517, -0.25435, -0.39119, -0.74824, -0.40361, -0.713, 0.23275, -1.0112, -0.15626, -0.12441, 0.024047, 0.0076449, -0.14583, 0.18968, 0.23003, 0.14726, -0.017199, 0.77538, 0.039971, -0.51989, -0.28647, -0.23323, 0.42346, 0.53927, 0.087394, 0.43039, -0.065926, 0.12223, 0.081445, 0.057706, 0.58548, 0.27851, 0.52143, 0.43077, -0.32284, -0.013684, 0.55357, 0.56024, -0.44999, 0.39553, -0.27662, 0.21352, 0.62047, -0.35061, 0.015888, -0.021424, 0.34404, 0.15411, 0.36189, -0.22786, 1.1139, 0.67115, -0.098917, -0.59067, -0.19423, 0.65671, 0.27311, -0.17444, -0.099111, 0.10724, -0.038575, 0.23542, -0.072156, -0.35411, 0.14989, -0.62594, -0.26736, 0.14296, 0.62289, 0.19022, -0.31664, 0.37379, -0.35945, 0.017909, -0.44441, -0.22514, 0.067267, -0.29208, -0.073588, 0.19947, -0.30242, -0.10616, -0.50847, 0.57773, -0.57555, 0.31643, -0.59891, 0.10252, -0.28749, -0.042471, 0.6432, -0.17613, -0.71429, -0.085264, -0.30021, -0.16491, 0.12859, -0.17789, -1.0586, -0.0075271, 0.37538, -0.097964, 0.41598, -0.30288, 0.55618, -0.00051704, 0.26487, -0.87185, -0.28692, -0.33518, 0.29415, -0.43406, -0.55734, 0.41554, -0.33749, 0.23817, -0.45615, -0.2373, -0.086946, 1.1032, -0.52759, -0.30334, 0.3359, 0.34551, 0.014265, -0.2986, -0.9497, 0.16476, -0.70541, 0.13573, -1.1124, 0.16758, -0.10907, 0.42591, -0.66142, 0.10933, 0.29785, -0.088303, -0.046972, -0.16498, -0.15567, -0.3606, 0.16446, 0.19919, -0.57001, 0.17156, 0.22912, -0.52549, 0.22625, 0.17514]"
bear,"[0.086177, 0.054755, -0.44714, -0.022551, 0.31183, 0.032818, -0.1387, 0.96572, 0.4888, -0.75099, -0.093661, -0.1336, -0.26967, 0.55778, 0.37184, -0.064235, -0.12886, -0.56015, -0.064247, -0.04161, 0.25533, -0.21695, 0.55944, 0.48287, -0.19714, 0.071537, 0.03649, -0.33761, 0.16172, -0.018566, -0.0043925, 0.056882, 0.0011434, -0.63518, -0.63945, -0.37049, -0.057871, 0.29946, -0.21265, -0.14464, -0.62084, -0.59919, 0.14505, -0.056854, -0.65216, 0.23424, -0.16002, -0.13723, 0.42255, 0.029473, 0.40331, -0.43748, 0.015834, -0.20973, 0.20679, 0.7093, 0.19593, 0.52424, 0.29056, 0.0074849, 0.10345, -0.16943, 0.25786, -0.26626, -0.19976, -0.11185, -0.56724, -0.42329, -0.3765, -0.23901, -0.29483, 0.37444, -0.52309, -0.15593, -0.11413, 0.019484, 0.26711, 0.057639, 0.31101, -0.37802, 0.31136, 0.07225, -0.020555, -0.43391, 0.75394, 0.012868, 0.050244, 0.24589, -0.15259, 0.015661, -0.10038, -0.39596, -0.37438, 0.1895, -0.41529, 0.3433, 0.00052799, -0.32638, -0.36392, 0.29913, 0.34003, 0.39086, -0.043513, 0.11121, -0.11696, 0.4289, 0.1319, -0.016068, 0.69789, 0.51215, -0.43074, 0.43994, -0.40824, 0.045821, 0.33181, 0.15766, -0.24087, 0.24838, 0.28098, -0.041602, -0.33382, -0.44646, 0.22765, 0.42093, 0.02171, -0.072948, -0.45207, 0.14919, -0.049597, -0.80394, -0.10511, 0.13964, 0.17542, 0.40328, -0.18582, 0.17392, -0.16662, 0.42739, 0.18718, -0.34434, 0.42817, -0.13119, 0.14407, 0.33895, 0.12115, -0.093308, 0.20792, 0.31744, 0.1549, 0.39081, -0.25048, 0.93391, -0.18456, -0.60641, 0.68932, 0.18998, 0.3024, -0.42275, -0.56295, 0.87063, 0.63141, 0.35814, 0.45692, -0.19333, -0.5555, 0.33449, 0.70025, 0.55328, -0.2277, -0.42977, -0.029074, -0.21067, -0.040413, 0.19193, 0.13761, -0.48582, 0.31657, -0.15511, -0.095555, -0.1836, 0.46821, -0.27362, -0.17751, -0.15138, -0.056687, -0.055984, -0.043698, -0.36201, 0.18331, 0.043327, 0.38919, -0.4632, -0.28213, -0.12515, -0.53886, -0.41216, 0.45824, -0.091527, 0.11683, 0.2362, 1.3584, -0.4163, 0.40883, -0.34517, 0.050401, 0.25273, -0.41, 0.69973, -0.0296, -0.041195, 0.11202, -0.49028, 0.010992, -0.48199, 0.43843, -0.51231, 0.39979, 0.60083, -0.40575, -0.045183, -0.24098, 0.41361, -0.14578, -0.20145, -0.084186, -0.2331, 0.30997, 0.066423, 0.30231, -0.12041, -0.51375, -0.2107, -0.40638, -0.23156, -0.40672, 0.4184, -0.32911, -0.83878, 0.10276, 0.29788, -0.24293, 0.61889, 0.54026, -0.12752, -1.1992, -0.29751, -0.21392, -0.53084, -0.33414, -0.26834, -0.051812, 0.34437, -0.40659, 0.04144, 0.64159, 0.2142, -0.36101, -0.035513, -0.078942, -0.048973, 0.010626, 0.092643, 0.042826, 0.036211, -0.4253, 0.25897, 0.42135, -0.0092855, 0.044883, 0.33648, -0.46076, 0.24866, -0.096073, 0.26531, -0.0072007, -0.6796, -1.3896, -0.27316, 0.034969, -0.20169, -0.1349, 0.24364, -0.080494, -0.24458, -0.59143, 0.13549, 0.054295, 0.058038, 0.72197, -0.62493, -0.23878, -0.14983, 0.29795, -0.5429, -0.2496, -0.019161, 0.229, 0.53021, 0.35338, -0.074899]"
bee,"[-0.26607, 0.3776, -0.37297, 0.39632, -0.25198, 0.23823, -0.51209, 0.11211, -0.23773, -0.37428, -0.21506, -0.37493, -0.5023, 0.12763, 0.66347, 0.31148, 0.097449, -0.046298, -0.21342, -0.0098251, 0.47481, -0.25973, -0.073478, 0.1844, 0.075455, -0.062966, 0.26432, -0.57984, -0.23107, 0.21037, -0.063662, -0.14472, 0.094807, 0.023767, -0.44796, 0.12828, 0.26972, -0.070229, 0.31668, -0.40475, -0.056774, 0.07043, 0.7456, 0.26541, 0.0027807, -0.13609, 1.0039, -0.13536, 0.11548, -0.28822, 0.51668, 0.041236, 0.1598, 0.19944, 0.046439, 0.16194, 0.11778, -0.25286, 0.31291, -0.31275, 0.38737, 0.063415, -0.15682, 0.43968, -0.024797, -0.2854, 0.0098685, 0.73803, -0.15455, 0.64833, -0.20055, 0.38835, -0.35942, 0.77909, -0.19399, -0.14242, 0.19908, -0.17022, 0.32579, 0.069043, 0.043443, -0.065667, -0.14511, -0.63334, -0.24173, -0.60801, 0.79222, 0.3293, -0.083806, -0.17304, -0.2161, 0.40626, 0.28471, -0.36579, 0.54183, 0.82396, -0.1386, 0.2207, -1.1346, -0.27535, 0.48256, 0.3951, 0.46202, 0.01433, 0.44202, 0.5119, -0.2471, -0.45378, 0.60677, 0.73485, 0.24519, 0.58714, -0.16256, 0.28133, 0.50748, 0.04858, -0.50343, 0.29946, 0.15827, -0.57623, -0.22915, 0.14257, 0.47336, 0.082119, -0.35748, 0.25803, -0.17411, 0.26486, 0.41482, 0.24794, 0.018071, -0.83274, 0.28878, 0.80838, 0.0089202, 0.04308, -0.36419, 0.30611, -0.37256, 0.26607, 0.14095, -0.17304, -0.16555, -0.96376, 0.62513, -0.042336, 0.60229, 0.59044, -0.16869, -0.14139, 0.44721, -0.027164, 0.18082, 0.53584, 0.029029, -0.61316, 0.081919, 0.49692, -0.22852, -0.31796, 0.25085, 0.30988, 0.14, 0.70781, -0.51576, 0.45491, -0.21083, -0.11888, -0.46364, 0.44421, -0.12584, 0.68121, 0.14559, -0.3098, 0.27984, 0.43562, 0.094599, 0.013148, 0.66309, 0.14266, 0.41878, -0.6972, -0.89929, 0.18981, -0.88519, -0.21505, 0.82612, -0.019075, 0.24058, -0.46339, 0.054448, 0.54431, -0.20949, -0.58443, -0.284, 0.45387, 0.624, -0.52498, -0.10185, -0.15322, 0.72829, 0.26487, -0.78573, -0.55756, 0.16281, -0.059319, -0.97344, -0.39, 1.1144, 0.21973, -0.20238, -0.48492, 0.30114, -0.051838, 0.35524, 0.16588, -0.20831, 0.62509, 0.78385, -0.28395, 0.050937, -0.094872, -0.60582, 0.96501, -0.13112, 0.33989, 0.20663, 0.30488, 0.066848, -0.17964, 0.38561, 0.14942, 0.1409, -0.077108, 0.3929, 0.6695, 0.51302, -0.52391, 0.13876, -0.1803, 0.040609, -0.0020153, -0.49575, 0.86265, -1.0458, 0.29279, -0.083324, 0.12205, 0.35002, -0.20719, 0.20739, 0.56732, 0.10219, 0.27285, 0.98154, -0.65213, 1.1916, -0.81439, 0.00098854, -0.80588, -0.47273, 0.28966, 0.14759, -0.12248, 0.13859, 0.35534, 0.29032, -0.85889, -0.15329, 0.15683, -0.53241, 0.11347, 0.11751, 0.050287, 0.43739, -0.18908, 0.2231, 0.32318, -1.0573, -0.18291, -0.52374, 0.31093, -0.26702, 0.44724, -0.49211, 0.45807, 0.15022, -0.17001, 0.25377, -0.098446, 1.0472, -0.46087, 0.22306, 0.59727, 0.18822, -0.052261, 0.26815, 0.12029, -0.053737, 0.58141]"
bird,"[0.31526, 0.65435, -0.20719, -0.4703, -0.26015, -0.11693, -0.052162, 0.27184, -0.34466, -0.62757, 0.46588, -0.083806, -0.4918, -0.04051, -0.2514, 0.20759, -0.037738, -0.016035, -0.26648, -0.74032, 0.014596, 0.55862, -0.24256, 0.20307, 0.053287, 0.25815, -0.11649, -0.75039, 0.02951, 0.11335, 0.1825, -0.084023, -0.98597, -0.31759, -0.31589, 0.21547, -0.11637, -0.66969, -0.63405, -0.12341, 0.099734, -0.068747, 0.49927, 0.48373, -0.11162, -0.15862, 0.92254, -0.16468, 0.14484, 0.026375, 0.047786, 0.17609, 0.1509, -0.24124, 0.13242, 0.18431, -0.091825, 0.016084, -0.10709, -0.51687, -0.17357, 0.38047, 0.18849, -0.13863, -0.11418, -0.1112, -0.056496, 0.25261, 0.17401, 0.64938, -0.10291, 0.60146, 0.16873, 0.013659, -0.35538, 0.56337, 0.48686, 0.10134, 0.36327, -0.12893, -0.090105, 0.15067, -0.27787, -0.18395, 0.47547, -0.044847, 0.50855, 0.32499, -0.52975, -0.25199, 0.14031, -0.38543, -0.15692, 0.25881, 0.21689, 0.34518, 0.20478, 0.16003, -0.1429, -0.14566, 0.44909, 0.24622, -0.33379, -0.23439, -0.4117, 0.074114, -0.068672, -0.11717, 0.50147, 0.89486, 0.36128, -0.31584, -1.507, 0.40036, 0.32763, -0.35082, -0.19516, 0.61587, 0.45779, -0.39505, -0.7135, -0.38655, -0.48483, 0.14156, -0.15958, 0.4564, -0.51975, 0.7211, 0.082699, -0.33932, -0.14753, 0.072002, 0.23112, 0.26137, 0.27601, -0.67019, 0.0087548, -0.018037, -0.37452, 0.34034, -0.21561, 0.31093, -0.12445, -0.34288, -0.79293, 0.35931, 0.051519, -0.069206, -0.47749, 0.21874, -0.26215, 0.51521, -0.35677, 0.57258, -0.13446, -0.050679, -0.21523, -0.22333, -0.24445, -0.22971, 0.044377, -0.2828, 0.53497, 0.63862, -0.12367, -0.007747, 0.62488, 0.49171, 0.24023, -0.011233, -0.4994, 0.05729, 0.38023, 0.85771, -0.104, -0.12696, 0.5477, -0.68261, 0.30513, -0.91839, 0.10477, -0.36795, 0.056638, -0.46719, -0.80673, -0.51383, -0.36107, -0.51471, -0.30608, 0.27526, -0.30878, 0.43073, -0.76173, -0.53836, 0.091465, -0.027633, 0.46153, -0.58588, -0.36919, 0.29405, 1.0741, 0.52694, -0.95545, -0.46439, 0.14228, 0.9793, -0.14138, -0.70261, 0.34897, 0.9723, -0.053493, -0.5049, 0.0046785, -0.69411, 0.58052, -0.17565, 0.098368, -0.11314, -0.1698, -0.38034, -0.021516, -0.093559, -0.28243, -0.22526, 0.58872, 0.0091481, 0.15437, -0.28776, 0.028153, 0.80278, -0.12562, -0.08586, 0.31815, -0.12727, -0.33303, 0.31961, 0.28, 0.034445, 0.33084, 0.2384, 0.16295, -0.48726, -0.1759, 0.39439, -0.24019, 0.32288, 0.014434, -0.077694, -0.21539, -0.15545, -0.23725, -0.13877, 0.067516, 0.47787, 0.94098, 0.6072, 0.1504, -0.057717, -0.52462, 0.21552, 0.0091497, 0.03579, 0.22163, -0.25769, -0.55458, 0.27054, -0.35082, 0.24913, -0.57519, 0.10507, 0.21105, 0.016295, 0.47138, -0.35367, 0.29993, 0.15652, -1.9541, 0.027409, -0.4454, -0.51681, -0.25671, 0.11848, 0.22472, -0.49556, -0.64359, -0.080355, -0.082955, 0.59485, -0.66775, -0.079582, -0.2289, -0.52789, 0.4288, 0.28279, -0.27186, -0.1829, -0.086936, -0.19305, 0.19785, -0.31646]"
buffalo,"[-0.33456, 0.51313, -0.2819, 0.77929, 0.093748, 0.25071, 0.048652, 0.052274, -0.23205, 0.78353, -0.13089, -0.16892, -0.22711, 0.31232, 0.39191, 0.47896, 0.13539, -0.14779, -0.067762, 0.083632, -0.5816, -0.017035, 0.20611, 0.29638, -0.1675, 0.31144, -0.094778, -0.66446, -0.26691, -0.27999, -0.31629, -0.043302, -0.26438, -0.036148, -1.0566, 0.11514, 0.17519, 0.85092, 0.2069, -0.43271, -0.19602, 0.20863, -0.17461, -0.089005, 0.008828, 0.5231, -0.0032927, 0.14766, -0.23523, 0.17748, 0.47971, 0.28426, -0.35698, 0.016143, 0.0060556, -0.27677, 0.0027652, 0.27561, 0.0037197, -0.31002, -0.44938, 0.13316, -0.33435, -0.43462, 0.19371, -0.479, 0.056418, -0.20427, 0.34524, -0.35475, 0.17383, 0.23167, -0.37184, 0.30403, -0.35051, -0.22247, -0.35237, 1.106, -0.34062, 0.20879, -0.24833, 0.094382, -0.14287, -0.82454, -0.5272, -0.11366, -0.57835, -0.11991, -0.86269, -0.38812, 0.7658, -0.17329, 0.31931, 0.39757, -0.28181, -0.027273, -0.12262, -0.35264, -0.82981, -0.16852, -0.22107, 0.05648, 0.0022614, 0.066617, -0.14494, -0.37849, 0.98959, -0.00050277, -0.050447, 0.91757, -0.092664, 0.019681, -0.98743, -0.26145, 0.10633, 0.01873, 0.42629, -0.060393, 0.42539, 0.05668, 0.12049, -0.027468, 0.17772, -0.33392, -0.094663, -0.51033, 0.076999, -0.29401, -0.20445, -0.30457, 0.056356, 0.23101, 0.30112, -0.1955, 0.43108, -0.26562, 0.081029, -0.20478, 0.00021134, 0.11978, -0.15636, 0.16569, -0.050118, 0.28919, -0.046011, 0.5005, 0.11828, -0.01992, -0.097902, -0.54296, 0.57321, 0.003432, -0.23771, -0.26697, 0.63696, 0.037303, 0.31533, -0.15402, 0.30904, -0.69558, 0.60481, -0.37299, -0.44906, 0.15912, 0.1467, 0.44581, 0.46434, 0.031434, -0.94352, -0.57704, 0.51723, -0.57636, -0.21289, 0.80072, -0.62022, -0.27659, -0.085103, 0.023213, 0.41929, 0.31869, 0.44634, 0.64211, -0.35494, -0.019538, -0.26558, 0.060337, -0.18547, 0.17387, 0.33536, 0.16865, 0.028324, 0.96285, 0.016275, -0.16175, -0.030109, -0.08139, 0.21264, -0.41077, 0.14076, 1.2213, 1.1953, -0.06512, 0.22036, -0.53976, 0.30415, -0.60524, 0.20295, 0.16953, 0.16642, -0.0075065, 0.64607, 0.036869, -0.4394, -0.063372, -0.1749, -0.73509, -0.07225, -0.30199, -0.50747, -0.89844, 0.058583, -0.069024, 0.32327, -0.30462, 0.093823, -0.69427, -0.21403, -0.14946, 0.30638, 0.23821, 0.16929, 0.35473, -0.040361, 0.24119, -0.032674, -0.11416, 0.21963, -0.80778, -0.26712, 0.22423, -0.38329, -0.16374, 0.01643, -0.093932, -0.82943, -0.34056, 0.041402, 0.53771, 0.47078, -0.16881, -0.021117, -0.2784, -0.013109, 0.22517, 0.65226, 0.43299, 0.17975, 0.71411, -0.10356, -0.041833, -0.38359, 0.096666, 0.038329, 0.22741, -0.21361, 0.060834, 0.42796, 0.70597, -0.60159, 0.017991, -0.17388, -0.0051626, 0.29101, 0.52174, -0.01103, 0.4846, -1.0637, 0.48785, -0.22692, 0.37675, -1.0566, 0.12825, 0.50063, 0.059219, -0.48653, 0.24694, 0.16074, 0.29106, 0.069642, -0.63424, 0.18723, 0.14968, -0.79135, 0.37197, -0.30405, -0.18083, 0.2542, 0.05894, 0.30733, 0.24804]"
cat,"[-0.29353, 0.33247, -0.047372, -0.12247, 0.071956, -0.23408, -0.06238, -0.0037192, -0.39462, -0.69411, 0.36731, -0.12141, -0.044485, -0.15268, 0.34864, 0.22926, 0.54361, 0.25215, 0.097972, -0.087305, 0.87058, -0.12211, -0.079825, 0.28712, -0.68563, -0.27265, 0.22056, -0.75752, 0.56293, 0.091377, -0.71004, -0.3142, -0.56826, -0.26684, -0.60102, 0.26959, -0.17992, 0.10701, -0.57858, 0.38161, -0.67127, 0.10927, 0.079426, 0.022372, -0.081147, 0.011182, 0.67089, -0.19094, -0.33676, -0.48471, -0.35406, -0.15209, 0.44503, 0.46385, 0.38409, 0.045081, -0.59079, 0.21763, 0.38576, -0.44567, 0.009332, 0.442, 0.097062, 0.38005, -0.11881, -0.42718, -0.31005, -0.025058, 0.12689, -0.13468, 0.11976, 0.76253, 0.2524, -0.26934, 0.068629, -0.10071, 0.011066, -0.18532, 0.44983, -0.57507, 0.12278, -0.064878, 0.044456, -0.020999, -0.069838, -0.47329, -0.43074, 0.39158, -0.047815, -0.93659, -0.55128, -0.1422, -0.15829, 0.15623, 0.070461, 0.19892, 0.18942, -0.19339, -0.46594, -0.028825, 0.0056752, -0.0054038, 0.43144, 0.12257, -0.2611, 0.04847, 0.32244, -0.31064, -0.10559, 0.97954, 0.069626, -0.023187, -0.86293, 0.48273, 0.23649, -0.0034704, -0.18932, 0.18588, 0.023211, -0.30643, -0.35717, 0.19605, -0.1584, -0.0058626, 0.35248, 0.036053, -0.53933, 0.49435, 0.45332, -0.18477, 0.040648, -0.094517, -0.07116, 0.74005, -0.11465, -0.26916, 0.089765, -0.25205, -0.21469, -0.38847, 0.32509, 0.25773, -0.51764, -0.38457, 0.028254, -0.21232, -0.27311, 0.69178, -0.37681, 0.14241, -0.24926, 0.40314, -0.052916, 0.07684, 0.2135, 0.10921, 0.049658, 0.02093, 0.11953, 0.28648, 0.87791, 0.085838, 0.31983, 0.51856, -0.22628, 0.12402, 0.48805, 0.22111, -0.52021, 0.0025106, -0.13305, -0.052565, 0.32744, 0.64985, 0.072426, -0.52743, -0.20913, -0.27897, -0.10834, -0.10103, 0.15299, -0.36681, 0.082445, 0.1739, -0.28099, -0.069136, 0.7895, 0.060571, 0.38693, -0.16495, -0.21801, 0.33288, -0.44568, -0.49892, -0.34438, -0.035606, -0.24239, -0.4747, -0.17254, 0.071349, 1.4091, 0.46166, 0.46546, -0.30979, 0.37203, 0.47897, -0.28872, -0.65515, -0.13629, -0.14287, -0.04843, -0.12786, 0.18941, -0.037051, 0.59471, -0.0051618, -0.0086009, -0.33313, 0.288, -0.058965, -0.67275, 0.15544, 0.074187, -0.36441, -0.021285, -0.065337, 0.13827, 0.008395, -0.041113, 0.29401, -0.10344, -0.052371, -0.63084, 0.16311, 0.052826, -0.021797, -0.28115, -0.078361, -0.38124, 0.078089, 0.38411, -0.34629, -0.4322, 0.091731, -0.67867, -0.041138, -0.53981, 0.10678, 0.03343, 0.81396, -0.19448, 0.026248, -0.14215, 0.2954, 0.62738, 0.26499, 0.6191, -0.04113, 0.12301, 0.3158, 0.10698, 0.023654, -0.41355, 0.034852, 0.21361, 0.045834, 0.053415, -0.36421, 0.19707, 0.50916, -0.1949, -0.18788, -0.24449, -0.63397, -0.23125, -0.18823, -1.0601, 0.47794, -1.0102, 0.24604, -0.4876, 0.79146, -0.11047, -0.21762, -0.6178, 0.27815, -0.098169, -0.063205, 0.066069, -0.69305, -0.25928, 0.44591, -0.64198, -0.33084, -0.30154, -0.56359, 0.60501, -0.09673, 0.44444, 0.22007]"
